label,message,length
0,"['hi', 'juan', '.', 'im', 'coming', 'home', 'fri', 'hey', '.', 'of', 'course', 'expect', 'welcome', 'party', 'lot', 'present', '.', 'ill', 'phone', 'u', 'get', 'back', '.', 'loads', 'love', 'nicky', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x']",35
0,"['i', 'am', 'at', 'the', 'gas', 'station', '.', 'go', 'there', '.']",10
0,"['see', 'forwarding', 'message', 'proof']",4
0,"['i', 'get', 'home']",3
1,"['80488', '.', 'your', '500', 'free', 'text', 'message', 'valid', '31', 'december', '2005', '.']",12
0,"['tell', 'friend', 'plan', 'valentines', 'day', '@', '&', 'lt', ';', 'url', '&', 'gt', ';']",13
0,"['it', ""'s"", 'ok', ',', 'least', 'armand', ""'s"", 'still', 'around']",9
0,"['leaving', 'qatar', 'tonite', 'search', 'opportunity.all', 'went', 'fast.pls', 'add', 'ur', 'prayer', 'dear.rakhesh']",11
0,"['he', 'womdarfull', 'actor']",3
0,"['in', 'fact', 'leave', '?', 'i', 'think', 'addie', 'go', 'back', 'school', 'tues', 'wed']",12
0,"['hey', 'gal', '..', 'anyone', 'u', 'going', 'e', 'driving', 'centre', 'tmr', '?']",11
0,"['text', 'get', ',', ""n't"", 'call', ',', 'phone', 'problem']",8
0,"['crucify', 'c', 's.', 'you', 'told', 'earlier', '.']",7
0,"['i', 'could', 'ask', 'carlos', 'could', 'get', 'anybody', 'else', 'chip']",9
0,"['k', ',', 'i', ""'ll"", 'work', 'something']",6
1,"['4mths', 'half', 'price', 'orange', 'line', 'rental', '&', 'latest', 'camera', 'phone', '4', 'free', '.', 'had', 'phone', '11mths+', '?', 'call', 'mobilesdirect', 'free', '08000938767', 'update', '!', 'or2stoptxt', 't', '&', 'cs']",27
0,"['idk', '.', 'i', ""'m"", 'sitting', 'stop', 'shop', 'parking', 'lot', 'right', 'bawling', 'eye', 'feel', 'like', ""'m"", 'failure', 'everything', '.', 'nobody', 'want', 'feel', 'like', ""'m"", 'failing', '.']",25
0,"['re', 'call', ';', 'you', ""n't"", 'see', 'facebook', 'huh', '?']",9
0,"['then', 'ur', 'si', '?']",4
0,"['ah', ',', 'well', 'confuses', 'thing', ',', '‘', '?']",8
0,"['no', '..', 'ful', 'song', 'lyric', '..']",6
0,"['good', 'afternoon', 'starshine', '!', 'how', ""'s"", 'boytoy', '?', 'does', 'crave', 'yet', '?', 'ache', 'fuck', '?', '*', 'sip', 'cappuccino', '*', 'i', 'miss', 'babe', '*', 'teasing', 'kiss', '*']",26
0,"['quite', 'ok', 'bit', 'ex', '...', 'u', 'better', 'go', 'eat', 'smth', 'else', ""'ll"", 'feel', 'guilty', '...']",15
0,"['goodnight', ',', 'sleep', 'well', 'da', 'please', 'take', 'care', 'pa', '.', 'please', '.']",12
0,"['hello', 'boytoy', '!', 'geeee', '...', 'i', ""'m"", 'missing', 'today', '.', 'i', 'like', 'send', 'tm', 'remind', 'i', ""'m"", 'thinking', '...', 'and', 'loved', '...', '*', 'loving', 'kiss', '*']",26
1,"['today', ""'s"", 'offer', '!', 'claim', 'ur', '£150', 'worth', 'discount', 'voucher', '!', 'text', 'yes', '85023', '!', 'savamob', ',', 'member', 'offer', 'mobile', '!', 't', 'cs', '08717898035', '.', '£3.00', 'sub', '.', '16', '.', 'unsub', 'reply', 'x']",33
0,"['oh', '!', 'which', 'brand', '?']",5
0,"['aight', ',', 'thanks', 'comin']",4
0,"['nope', 'thats', 'fine', '.', 'i', 'might', 'nap', 'tho', '!']",9
0,"['i', 'like', 'think', ""'s"", 'always', 'possibility', 'pub', 'later', '.']",9
0,"['juz', 'go', 'google', 'n', 'search', '4', 'qet', '...']",8
0,"['yeah', ""'d"", 'pretty', 'much', 'best', 'case', 'scenario']",7
0,"['fine', 'that\x92s', 'way', 'u', 'feel', '.', 'that\x92s', 'way', 'gota', 'b']",10
0,"['no', 'shit', ',', 'i', ""n't"", 'surprised', ',', 'i', 'went', 'spent', 'evening', 'french', 'guy', 'i', 'met', 'town', 'fooled', 'around', 'bit', 'i', ""n't"", 'let', 'fuck']",23
0,"['guess', 'spent', 'last', 'night', 'phasing', 'fourth', 'dimension']",7
0,"['sorry', ',', 'meeting', 'i', ""'ll"", 'call', 'later']",7
0,"['do', 'u', 'still', 'plumber', 'tape', 'wrench', 'could', 'borrow', '?']",9
0,"['we', 'meet', 'soon', 'princess', '!', 'ttyl', '!']",7
0,"['is', 'toshiba', 'portege', 'm100', 'gd', '?']",6
0,"['is', 'ok', 'i', 'stay', 'night', '?', 'xavier', 'sleeping', 'bag', 'i', ""'m"", 'getting', 'tired']",13
0,"['one', 'joy', 'lifeis', 'waking', 'daywith', 'thought', 'somewheresomeone', 'care', 'enough', 'tosend', 'warm', 'morning', 'greeting', '..', '-']",15
1,"['important', 'information', '4', 'orange', 'user', '0789xxxxxxx', '.', 'today', 'lucky', 'day', '!', '2find', 'log', 'onto', 'http', ':', '//www.urawinner.com', 'there', ""'s"", 'a', 'fantastic', 'surprise', 'awaiting', 'you', '!']",25
1,"['ur', 'cash-balance', 'currently', '500', 'pound', '-', 'maximize', 'ur', 'cash-in', 'send', 'collect', '83600', '150p/msg', '.', 'cc', ':', '08718720201', 'po', 'box', '114/14', 'tcr/w1']",21
0,"['cool', ',', 'i', ""'ll"", 'text']",5
0,"['ok', 'lor', '.']",3
0,"['oh', 'right', ',', 'ok', '.', 'i', ""'ll"", 'make', 'sure', 'load', 'work', 'day', '!', 'got', 'really', 'nasty', 'cough', 'today', 'dry', 'n', 'shot', 'really', 'help', '!']",24
0,"['every', 'king', 'was', 'once', 'a', 'crying', 'baby', 'and', 'every', 'great', 'building', 'was', 'once', 'a', 'map', '..', 'not', 'imprtant', 'where', 'u', 'r', 'today', ',', 'but', 'where', 'u', 'wil', 'reach', 'tomorw', '.', 'gud', 'ni8']",32
0,"['awesome', ',', 'think', 'get', '8th', 'usf', 'time', 'tonight', '?']",9
0,"['no', 'plm', 'come', 'da', '.', 'on', 'way', '.']",8
0,"['jus', 'telling', 'u', 'dat', ""'ll"", 'b', 'leaving', '4', 'shanghai', '21st', 'instead', ""'ll"", 'haf', 'time', '2', 'meet', 'cya', '...']",18
0,"['think', '+', 'da', '.', 'you', 'wil', '.']",7
0,"['what', 'important', 'prevent', 'dehydration', 'giving', 'enough', 'fluid']",7
0,"['poyyarikatur', ',', 'kolathupalayam', ',', 'unjalur', 'post', ',', 'erode', 'dis', ',', '&', 'lt', ';', '#', '&', 'gt', ';', '.']",18
0,"['my', 'tuition', '330', '.', 'hm', 'go', '1120', '1205', 'one', '?', 'do', 'mind', '?']",13
0,"['came', 'look', 'flat', ',', 'seems', 'ok', ',', '50', '?', '*', 'is', 'away', 'alot', 'wiv', 'work', '.', 'got', 'woman', 'coming', '6.30', '.']",21
0,"['solve', 'case', ':', 'a', 'man', 'was', 'found', 'murdered', 'on', '&', 'lt', ';', 'decimal', '&', 'gt', ';', '.', '&', 'lt', ';', '#', '&', 'gt', ';', 'afternoon', '.', '1', ',', 'his', 'wife', 'called', 'police', '.', '2', ',', 'police', 'questioned', 'everyone', '.', '3', ',', 'wife', ':', 'sir', ',', 'i', 'sleeping', ',', 'murder', 'took', 'place', '.', '4.cook', ':', 'i', 'cooking', '.', '5.gardener', ':', 'i', 'picking', 'vegetable', '.', '6.house-maid', ':', 'i', 'went', '2', 'post', 'office', '.', '7.children', ':', 'we', 'went', '2', 'play', '.', '8.neighbour', ':', 'we', 'went', '2', 'marriage', '.', 'police', 'arrested', 'murderer', 'immediately', '.', 'who', ""'s"", 'it', '?', 'reply', 'with', 'reason', ',', 'if', 'u', 'r', 'brilliant', '.']",103
0,"['please', 'da', 'call', 'mistake', 'side', 'sorry', 'da', '.', 'pls', 'da', 'goto', 'doctor', '.']",13
0,"['sorry', ',', 'bathroom', ',', 'sup']",5
1,"['our', 'record', 'indicate', 'u', 'maybe', 'entitled', '5000', 'pound', 'compensation', 'accident', '.', 'to', 'claim', '4', 'free', 'reply', 'claim', 'msg', '.', '2', 'stop', 'txt', 'stop']",23
0,"['yeah', ',', ""'s"", 'fine', '!', 'it', ""'s"", '£6', 'get', ',', 'ok', '?']",12
0,"['well', ',', 'i', 'leave', 'class', 'babe', '...', 'you', 'never', 'came', 'back', '...', ':', '-', '(', '...', 'hope', 'nice', 'sleep', ',', 'love']",21
0,"['ok', ',', 'careful', '!', 'do', ""n't"", 'text', 'drive', '!']",9
0,"['as', 'usual', 'u', 'call', 'ard', '10', 'smth', '.']",8
0,"['dear', 'friend', ',', 'sorry', 'late', 'information', '.', 'today', 'birthday', 'loving', 'ar.praveesh', '.', 'detail', 'log', 'face', 'book', 'see', '.', 'its', 'number', '+', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'dont', 'miss', 'delicious', 'treat', '.']",34
0,"['wot', 'u', '2', '?', 'thout', 'u', 'gon', 'na', 'call', '!', '!', 'txt', 'bak', 'luv', 'k']",15
0,"['s', '..', 'antha', 'num', 'corrct', 'dane']",6
0,"['he', 'dint', 'tell', 'anything', '.', 'he', 'angry', 'told', 'abi', '.']",10
0,"['am', 'interested', 'like', '.']",4
0,"['you', 'call', 'tell', 'infront', '.', 'call', '.']",7
0,"['carlos', 'say', ""'ll"", 'mu', '&', 'lt', ';', '#', '&', 'gt', ';', 'minute']",12
0,"['i', 'dun', 'thk', ""'ll"", 'quit', 'yet', '...', 'hmmm', ',', 'go', 'jazz', '?', 'yogasana', 'oso', '...', 'we', 'go', 'meet', 'em', 'lesson', 'den', '...']",22
1,"['u', '’', 'bin', 'awarded', '£50', 'play', '4', 'instant', 'cash', '.', 'call', '08715203028', 'to', 'claim', '.', 'every', '9th', 'player', 'wins', 'min', '£50-£500', '.', 'optout', '08718727870']",24
0,"['i', 'dont', 'know', 'she.s', 'getting', 'message']",6
0,"['yup', '.', 'izzit', 'still', 'raining', 'heavily', 'co', ""'m"", 'e', 'mrt', 'ca', ""n't"", 'c', 'outside', '.']",15
0,"['i', 'work', 'mon', 'thurs', 'sat', 'cant', 'leh', '...', 'booked', 'liao', '...', 'which', 'day', 'u', 'free', '?']",16
0,"['i', 'call', 'later', '.', 'afternoon', 'onwords', 'mtnl', 'service', 'get', 'problem', 'south', 'mumbai', '.', 'i', 'hear', ""n't"", 'listen', '.']",18
0,"['now', 'project', 'pa.', 'after', 'come', '.']",6
0,"['tell', 'bad', 'character', 'u', 'dnt', 'lik', '.', 'i', ""'ll"", 'try', 'change', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'i', 'add', 'tat', '2', 'new', 'year', 'resolution', '.', 'waiting', 'ur', 'reply.be', 'frank', '...', 'good', 'morning', '.']",35
1,"['congratulations', 'u', 'claim', '2', 'vip', 'row', 'a', 'tickets', '2', 'c', 'blu', 'concert', 'november', 'blu', 'gift', 'guaranteed', 'call', '09061104276', 'claim', 'ts', '&', 'cs', 'www.smsco.net', 'cost£3.75max']",24
0,"['ü', 'called', 'dad', 'oredi', '...']",5
1,"['someone', 'u', 'know', 'asked', 'dating', 'service', '2', 'contact', '!', 'cant', 'guess', '?', 'call', '09058097189', 'now', 'revealed', '.', 'pobox', '6', ',', 'ls15hb', '150p']",22
1,"['i', ""n't"", 'know', 'u', 'u', ""n't"", 'know', '.', 'send', 'chat', '86688', 'let', ""'s"", 'find', '!', 'only', '150p/msg', 'rcvd', '.', 'hg/suite342/2lands/row/w1j6hl', 'ldn', '.', '18', 'year', '.']",25
0,"['okay', '.', 'well', 'thanks', 'clarification']",5
0,"['so', 'u', 'gon', 'na', 'get', 'deus', 'ex', '?']",8
0,"['he', 'also', 'know', 'lunch', 'menu', 'da', '.', '.', 'i', 'know']",10
0,"['i', 'call', 'later', ',', ""n't"", 'network', '.', 'if', 'urgnt', ',', 'sm', '.']",12
1,"['our', 'brand', 'new', 'mobile', 'music', 'service', 'live', '.', 'the', 'free', 'music', 'player', 'arrive', 'shortly', '.', 'just', 'install', 'phone', 'browse', 'content', 'top', 'artist', '.']",23
0,"['s', ':', ')', 'competition', '.']",5
0,"['dnt', 'wnt', 'tlk', 'wid', 'u']",5
0,"['machan', 'go', 'gym', 'tomorrow', ',', 'wil', 'come', 'late', 'goodnight', '.']",10
0,"['cool', '.', 'i', '&', 'lt', ';', '#', '&', 'gt', ';', 'inch', 'long', '.', 'hope', 'like', 'big', '!']",17
1,"['74355', 'xmas', 'iscoming', '&', 'ur', 'awarded', 'either', '£500', 'cd', 'gift', 'voucher', '&', 'free', 'entry', '2', 'r', '£100', 'weekly', 'draw', 'txt', 'music', '87066', 'tnc']",23
0,"['just', 'buy', 'pizza', '.', 'meat', 'lover', 'supreme', '.', 'u', 'get', 'pick', '.']",12
0,"['are', 'room', '.']",3
0,"['yetunde', ',', ""'m"", 'sorry', 'moji', 'seem', 'busy', 'able', 'go', 'shopping', '.', 'can', 'please', 'find', 'way', 'get', 'wanted', 'u', 'get', '.', 'please', 'forgive', '.', 'you', 'reply', 'free', 'via', 'yahoo', 'messenger', '.']",30
0,['g.w.r'],1
0,"['nvm', 'take', 'ur', 'time', '.']",5
0,"['i', 'know', ',', 'people', 'still', 'town']",6
0,"['why', 'ask', 'princess', '?']",4
0,"['well', ""'s"", 'still', 'bit', 'left', 'guy', 'want', 'tonight']",8
0,"['my', 'life', 'means', 'lot', ',', 'not', 'i', 'love', 'life', ',', 'but', 'i', 'love', 'people', 'life', ',', 'the', 'world', 'call', 'friend', ',', 'i', 'call', 'world', ':', '-', ')', '..', 'ge', ':', '-', ')', '..']",33
0,"['if', 'start', 'sending', 'blackberry', 'torch', 'nigeria', 'find', 'buyer', '?', 'like', '4a', 'month', '.', 'and', 'tell', 'dad', 'buy', 'bb', 'anyone', 'oh', '.']",21
0,"['jos', 'ask', 'u', 'wana', 'meet', '?']",6
0,"['no', 'send', '.', 'bec', 'temple', 'na', '.']",7
0,"['how', 'txting', 'driving']",3
0,"['erutupalam', 'thandiyachu']",2
0,"['why', 'nothing', '.', 'ok', 'anyway', 'give', 'treat']",7
0,"['you', 'said', 'went', 'back', 'bed', 'ca', ""n't"", 'sleep', 'anything', '.']",10
0,"['thanx', '.', 'yup', 'coming', 'back', 'sun', '.', 'finish', 'dinner', 'going', 'back', '2', 'hotel', '.', 'time', 'fly', ',', ""'re"", 'tog', '4', 'exactly', 'mth', 'today', '.', 'hope', ""'ll"", 'haf', 'many', 'mths', 'come', '...']",31
0,"['also', 'track', 'lighter', 'find']",4
0,"['ok', 'lor', 'wat', 'time', 'ü', 'finish', '?']",7
0,"['i', 'dont', '.', 'can', 'send', '.', 'plus', ""'s"", 'mode', '.']",10
0,"['ok.', ',', 'problem', 'u', 'frm', '?', 'wats', 'matter', '?']",9
0,"['hello', 'site', 'download', 'song', 'urgent', 'pls']",6
0,"['did', 'u', 'got', 'person', 'story']",5
0,"['i', 'need', 'strong', 'arm', '...']",5
0,"['good', 'afternon', ',', 'love', '.', 'how', 'today', '?', 'i', 'hope', 'good', 'maybe', 'interview', '.', 'i', 'wake', 'miss', 'babe', '.', 'a', 'passionate', 'kiss', 'across', 'sea']",24
0,"['finally', 'match', 'heading', 'towards', 'draw', 'prediction', '.']",7
0,"['got', 'smaller', 'capacity', 'one', '?', 'quite', 'ex', '...']",8
0,"['love', '!', 'i', 'want', 'flood', 'pretty', 'pussy', 'cum', '...']",9
0,"['dear', 'relieved', 'westonzoyland', ',', 'going', 'plan', 'end', '!']",8
0,"['dont', 'message', 'offer']",3
0,"['are', 'much', 'buzy']",3
0,"['no', 'objection', '.', 'my', 'bf', 'coming', '.']",7
0,"['depends', 'quality', '.', 'if', 'want', 'type', 'sent', 'boye', ',', 'faded', 'glory', ',', '6', '.', 'if', 'want', 'ralphs', 'maybe', '2']",19
0,"['zoe', 'it', 'just', 'hit', 'me', '2', 'im', 'fucking', 'shitin', 'myself', 'il', 'defo', 'try', 'my', 'hardest', '2', 'cum', '2morow', 'luv', 'u', 'millions', 'lekdog']",22
1,"['free', 'entry', '£250', 'weekly', 'comp', 'send', 'word', 'enter', '84128', 'now', '.', '18', 't', '&', 'c', 'www.textcomp.com', 'cust', 'care', '08712405020', '.']",20
0,"['ding', 'ya', 'break', 'fassyole', '!', 'blacko', 'londn']",7
0,"['i', ""n't"", 'quite', 'know', '.', 'i', 'still', 'ca', ""n't"", 'get', 'hold', 'anyone', '.', 'i', 'cud', 'pick', 'bout', '7.30pm', 'see', ""'re"", 'pub', '?']",22
0,"['thank', 'princess', '!', 'i', 'want', 'see', 'nice', 'juicy', 'booty', '...']",10
0,"['theoretically', 'yeah', ',', 'could', 'able', 'come']",6
0,"['y', 'ü', 'wan', 'go', '?', 'c', 'doctor', '?']",8
0,"['what', ""'s"", 'happening', '.', 'have', 'gotten', 'job', 'begun', 'registration', 'permanent', 'residency']",11
1,"['you', 'ripped', '!', 'get', 'mobile', 'content', 'www.clubmoby.com', 'call', '08717509990', 'poly/true/pix/ringtones/games', 'six', 'downloads', '3']",13
0,"['ard', '515', 'like', 'dat', '.', 'y', '?']",7
0,"['i', ""'m"", 'coming', 'home', '4', 'dinner', '.']",7
0,"['saw', 'guys', 'dolls', 'last', 'night', 'patrick', 'swayze', 'great']",8
0,"['call', 'u', 'finish', 'come', 'n', 'pick', 'u', '.']",8
0,"['you', 'got', 'called', 'tool', '?']",5
0,"['easy', 'ah', '?', 'sen', 'got', 'selected', 'mean', 'good', '..']",9
0,"['whenevr', 'ur', 'sad', ',', 'whenevr', 'ur', 'gray', ',', 'remembr', 'im', '2', 'listn', '2', 'watevr', 'u', 'wan', 'na', 'say', ',', 'jus', 'walk', 'wid', 'little', ',', '&', 'amp', ';', 'i', 'promise', 'i', ""'ll"", 'bring', 'back', 'ur', 'smile', '.', ':', '-', ')']",39
0,"['i', ""'m"", 'taking', 'derek', '&', 'amp', ';', 'taylor', 'walmart', ',', 'i', ""'m"", 'back', 'time', ""'re"", 'done', 'leave', 'mouse', 'desk', 'i', ""'ll"", 'text', 'priscilla', ""'s"", 'ready']",25
0,"['what', 'u', 'want', 'come', 'back', '?', '.a', 'beautiful', 'necklace', 'token', 'heart', 'you.thats', 'give', 'only', 'my', 'wife', 'of', 'my', 'liking.be', 'that', 'and', 'see', '..', 'no', 'one', 'give', 'that.dont', 'call', 'me.i', 'wait', 'till', 'come', '.']",33
1,"['win', ':', 'we', 'winner', '!', 'mr.', 't.', 'foley', 'ipod', '!', 'more', 'exciting', 'prize', 'soon', ',', 'keep', 'eye', 'ur', 'mobile', 'visit', 'www.win-82050.co.uk']",21
0,"['oh', 'ok', 'wait', '4', '...', 'my', 'lect', 'havent', 'finish']",9
0,"['excellent', '!', 'are', 'ready', 'moan', 'scream', 'ecstasy', '?']",8
0,"['do', '1', 'thing', '!', 'change', 'sentence', ':', '``', 'because', 'want', '2', 'concentrate', 'educational', 'career', 'im', 'leaving', '..', ""''""]",18
1,"['network', 'operator', '.', 'the', 'service', 'free', '.', 'for', 't', '&', 'c', ""'s"", 'visit', '80488.biz']",14
0,"['i', 'come', 'n', 'pick', 'ü', '...', 'come', 'immediately', 'aft', 'ur', 'lesson', '...']",12
0,"['forgot', 'working', 'today', '!', 'wan', 'na', 'chat', ',', 'thing', 'ok', 'drop', 'text', ""'re"", 'free', '/', 'bored', 'etc', ""'ll"", 'ring', '.', 'hope', 'well', ',', 'nose', 'essay', 'xx']",26
0,"['i', '!', 'i', 'want', 'please', 'inside', 'outside', 'bedroom', '...']",9
0,"['haha', '...', 'where', 'got', 'fast', 'lose', 'weight', ',', 'thk', 'muz', 'go', '4', 'month', 'den', 'got', 'effect', '...', 'gee', ',', 'later', 'go', 'aust', 'put', 'bk', 'e', 'weight', '.']",27
1,"['freemsg', 'hi', 'baby', 'wow', 'got', 'new', 'cam', 'moby', '.', 'wan', 'na', 'c', 'hot', 'pic', '?', 'fancy', 'chat', '?', 'im', 'w8in', '4utxt', '/', 'rply', 'chat', '82242', 'hlp', '08712317606', 'msg150p', '2rcv']",29
0,"['its', 'engalnd', '!', 'but', 'telly', 'decided', 'wo', ""n't"", 'let', 'watch', 'mia', 'elliot', 'kissing', '!', 'damn', '!']",16
0,"['how', 'make', 'girl', 'happy', '?', 'it', ""'s"", 'difficult', 'make', 'girl', 'happy', '.', 'u', 'need', '...', '1', '.', 'a', 'friend', '2', '.', 'companion', '3', '.', 'lover', '4', '.', 'chef', '.', '.', '.', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'good', 'listener', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'organizer', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'good', 'boyfriend', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'very', 'clean', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'sympathetic', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'athletic', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'warm', '.', '.', '.', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'courageous', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'determined', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'true', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'dependable', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'intelligent', '.', '.', '.', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'psychologist', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'pest', 'exterminator', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'psychiatrist', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'healer', '.', '.', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'stylist', '&', 'lt', ';', '#', '&', 'gt', ';', '.', 'driver', '.', '.', 'aaniye', 'pudunga', 'venaam', '..']",211
0,"['wishing', 'family', 'merry', '``', 'x', ""''"", 'ma', 'happy', 'new', 'year', 'advance', '..']",12
1,"['collect', 'valentine', ""'s"", 'weekend', 'paris', 'inc', 'flight', '&', 'hotel', '+', '£200', 'prize', 'guaranteed', '!', 'text', ':', 'paris', 'no', ':', '69101.', 'www.rtf.sphosting.com']",21
1,"['download', 'many', 'ringtones', 'u', 'like', 'restriction', ',', '1000', '2', 'choose', '.', 'u', 'even', 'send', '2', 'yr', 'buddy', '.', 'txt', 'sir', '80082', '£3']",22
0,"['just', 'gettin', 'bit', 'arty', 'collage', 'mo', ',', 'well', 'tryin', '2', 'ne', 'way', '!', 'got', 'roast', 'min', 'lovely', 'shall', 'enjoy', '!']",20
0,"['thanx', 'lot', '...']",3
0,"['from', 'tomorrow', 'onwards', 'eve', '6', '3', 'work', '.']",8
0,"['i', 'ca', ""n't"", 'believe', 'attached', 'i', 'seeing', 'every', 'day', '.', 'i', 'know', 'best', 'get', 'babe', '.', 'i', 'go', 'teach', 'class', 'midnight']",21
0,"['aight', 'i', ""'ll"", 'grab', 'something', 'eat', ',', 'text', ""'re"", 'back', 'mu']",11
0,"['in', 'meeting', 'da', '.', 'i', 'call']",6
1,"['ur', 'awarded', 'city', 'break', 'could', 'win', '£200', 'summer', 'shopping', 'spree', 'every', 'wk', '.', 'txt', 'store', '88039.skilgme.tscs087147403231winawk', '!', 'age16+£1.50perwksub']",18
1,"['enjoy', 'jamster', 'videosound', 'gold', 'club', 'credit', '2', 'new', 'videosounds+2', 'logos+musicnews', '!', 'get', 'fun', 'jamster.co.uk', '!', '16+only', 'help', '?', 'call', ':', '09701213186']",21
1,"['themob', '>', 'yo', 'yo', 'yo-here', 'come', 'new', 'selection', 'hot', 'downloads', 'member', 'get', 'free', '!', 'just', 'click', '&', 'open', 'next', 'link', 'sent', 'ur', 'fone', '...']",24
0,"['sorry', ',', 'i', ""'ll"", 'call', 'later', '.', 'i', 'meeting', 'sir', '.']",11
0,"['nope', 'waiting', 'sch', '4', 'daddy', '...']",6
1,"['spook', 'mob', 'halloween', 'collection', 'logo', '&', 'pic', 'message', 'plus', 'free', 'eerie', 'tone', ',', 'txt', 'card', 'spook', '8007', 'zed', '08701417012150p', 'per', 'logo/pic']",21
0,"['wewa', '130', '.', 'iriver', '255', '.', 'all', '128', 'mb', '.']",10
1,"['hi', 'amy', ',', 'sending', 'free', 'phone', 'number', 'couple', 'day', ',', 'give', 'access', 'adult', 'party', '...']",15
0,"['yun', 'ah.now', 'ü', 'wkg', '?', 'btw', 'ü', 'go', 'nu', 'sc', '.', 'ü', 'wana', 'specialise', 'wad', '?']",16
0,"['that', 'one', 'week', 'leave', 'put', 'know', 'time', '.', 'why', '.']",10
0,"['u', ""'re"", 'welcome', '...', 'caught', 'u', 'using', 'broken', 'english', '...']",10
0,"['maybe', 'find', 'something', 'else', 'instead', '?', '?', '?']",8
0,"['waiting', '4', 'tv', 'show', '2', 'start', 'lor', '...', 'u', 'leh', 'still', 'busy', 'ur', 'report', '?']",15
0,"['party', ""'s"", 'place', 'usf', ',', 'charge', '(', 'contribute', 'way', 'greatly', 'appreciated', ')', 'yeah', ',', 'got', 'room', 'one']",17
0,"['in', 'work', '.', 'going', 'min', '.']",6
0,"['good', '.', 'think', 'could', 'send', 'pix', '?', 'i', 'would', 'love', 'see', 'top', 'bottom', '...']",14
0,"['excellent', '.', 'i', 'spent', '&', 'lt', ';', '#', '&', 'gt', ';', 'year', 'air', 'force', '.', 'iraq', 'afghanistan', '.', 'i', 'stable', 'honest', '.', 'like', 'traveling', '?']",25
1,"['you', 'selected', 'stay', '1', '250', 'top', 'british', 'hotel', '-', 'for', 'nothing', '!', 'holiday', 'worth', '£350', '!', 'to', 'claim', ',', 'call', 'london', '02072069400', '.', 'bx', '526', ',', 'sw73ss']",27
1,"['free', 'tone', 'hope', 'enjoyed', 'new', 'content', '.', 'text', 'stop', '61610', 'unsubscribe', '.', 'help:08712400602450p', 'provided', 'tones2you.co.uk']",15
0,"['am', 'gobi', 'art', 'college']",4
0,"['the', 'evo', '.', 'i', 'download', 'flash', '.', 'jealous', '?']",9
1,"['new', 'textbuddy', 'chat', '2', 'horny', 'guy', 'ur', 'area', '4', '25p', 'free', '2', 'receive', 'search', 'postcode', 'gaytextbuddy.com', '.', 'txt', 'one', 'name', '89693']",21
0,"['lol', 'wtf', 'random', '.', 'btw', 'lunch', 'break']",7
0,"['s.s', ':', ')', 'thinl', 'role', 'like', 'sachin.just', 'standing', '.', 'others', 'hit', '.']",12
0,"['haha', 'figure', ',', 'well', 'i', 'found', 'piece', 'priscilla', ""'s"", 'bowl']",10
0,"['what', 'happen', 'tell', 'truth']",4
0,"['well', '.', 'you', 'know', 'mean', '.', 'texting']",7
0,"['not', 'yet', '..', 'ya', 'sapna', 'aunty', 'manege', ""y'day"", 'hogidhe', '..', 'chinnu', 'full', 'weak', 'swalpa', 'black', 'agidhane', '..']",17
0,"['need', 'coffee', 'run', 'tomo', '?', 'ca', ""n't"", 'believe', ""'s"", 'time', 'week', 'already']",12
0,"['felt', '...', 'conveying', 'reason', '..', 'ese', '...', 'what', '?']",9
0,"['1.20', 'call', 'cost', '.', 'which', 'guess', 'isnt', 'bad', '.', 'miss', 'ya', ',', 'need', 'ya', ',', 'want', 'ya', ',', 'love', 'ya']",20
0,"['looks', 'like', 'u', 'wil', 'b', 'getting', 'headstart', 'im', 'leaving', 'bout', '2.30ish', 'u', 'r', 'desperate', 'company', 'i', 'could', 'head', 'earlier-we', 'goin', 'meet', 'rummer', '.']",23
0,"['oh', '.', 'u', 'must', 'taken', 'real', 'valentine', 'shopping', 'first', '.']",10
0,"['okay', '...', 'i', 'booked', 'already', '...', 'including', 'one', 'bugis', '.']",10
0,"['yar', 'say', 'got', 'error', '.']",5
0,"['yeah', 'sure', 'thing', 'mate', 'haunt', 'got', 'stuff', 'sorted', 'im', 'going', 'sound', 'anyway', 'promoting', 'hex', '.by', 'way', '?', 'dont', 'know', 'number', '.', 'joke']",22
